graph_id,num_nodes,num_edges,label,aggregated_features
9,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
73,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,10,9,0,"[1.0050323009490967, 1.004746913909912, 1.0099316835403442, 0.9987203478813171, 0.013888565823435783, -0.013850298710167408, -0.027171410620212555, -0.017793120816349983, 0.007805309724062681, -0.010773186571896076]"
73,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
110,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,10,9,0,"[1.003265619277954, 1.013445496559143, 1.0002498626708984, 1.0020058155059814, 0.026941947638988495, -0.0038325462955981493, -0.005927516613155603, 0.013619636185467243, -0.013608979992568493, 0.001124871545471251]"
110,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
262,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
262,9,8,1,"[1.0011513233184814, 1.0077776908874512, 1.0035637617111206, 1.0238592624664307, -0.00042815267806872725, -0.005916163325309753, -0.005272960755974054, 0.007418637163937092, 0.001084661460481584]"
262,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
201,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
201,9,8,1,"[0.99680095911026, 0.9946386814117432, 0.9925492405891418, 1.0140771865844727, 1.0148322582244873, 1.0029802322387695, -0.0019245474832132459, -0.01467920746654272, 0.003077227622270584]"
201,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
723,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
723,11,10,2,"[0.9961816668510437, 0.9901283979415894, 1.0158761739730835, 1.0017839670181274, 0.001116937375627458, -0.008399753831326962, 0.015424351207911968, 0.00964283011853695, 0.0036420023534446955, 0.002617986174300313, -0.012762678787112236]"
723,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
134,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
134,10,9,0,"[1.0044217109680176, 1.001827597618103, 1.0041635036468506, 1.0011146068572998, -0.004682240542024374, -0.0030938023701310158, -0.012897022999823093, -0.005262224934995174, 0.01874459907412529, -0.0011988184414803982]"
134,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
119,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
119,10,9,0,"[1.0088056325912476, 1.0024493932724, 0.9961876273155212, 1.0109808444976807, 0.9913942813873291, 0.9979545474052429, 0.9898723363876343, 0.9890725016593933, 0.006963076535612345, 0.003134666010737419]"
119,10,9,0,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
772,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
772,11,10,2,"[0.9942891597747803, 0.9957647919654846, 1.002028465270996, 0.9946900606155396, -0.002123594516888261, -0.006471036933362484, 0.001818338641896844, -0.0066266413778066635, 0.006663013715296984, -0.010805164463818073, 0.012980322353541851]"
772,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
214,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
214,9,8,1,"[1.0174740552902222, 0.9883387684822083, 1.008000373840332, 0.9866223335266113, -0.014721594750881195, -0.003462604247033596, -0.01211557351052761, -0.008017418906092644, 0.010748444125056267]"
214,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
700,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
700,11,10,2,"[1.0106757879257202, 0.008768023923039436, 0.001453844248317182, -0.0020979123655706644, -0.008248322643339634, 0.00798112340271473, -0.005581213627010584, -0.0044994777999818325, 0.005631934851408005, 0.009273955598473549, 0.009057288058102131]"
700,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
329,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
329,9,8,1,"[0.9984754920005798, 0.005353357642889023, -0.011956067755818367, -0.006445243023335934, 0.008198938332498074, 0.0027170395478606224, 0.01712317019701004, 0.015425016172230244, -0.003136148676276207]"
329,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
759,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
759,11,10,2,"[1.0037086009979248, 0.9874991774559021, 0.9951941967010498, 0.9992830157279968, 0.0011258922750130296, 0.0068442728370428085, -0.0035879891365766525, 0.0032474412582814693, -0.0006169245461933315, -0.0008454722701571882, -0.023806042969226837]"
759,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
268,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
268,9,8,1,"[0.9969885945320129, 1.006180763244629, 1.0167557001113892, 0.9939773678779602, -0.010937788523733616, 0.015918130055069923, -0.01685311086475849, -0.0066465893760323524, 0.0019195090280845761]"
268,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
733,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
733,11,10,2,"[0.9821969866752625, 0.9868887662887573, 1.0108070373535156, 0.9889764189720154, 0.9898075461387634, 0.9956728219985962, 1.0035353899002075, 1.003220796585083, -0.0045622349716722965, -0.009352017194032669, -0.00439304206520319]"
733,11,10,2,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
310,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
310,9,8,1,"[0.9931485652923584, 1.0003178119659424, 0.999356746673584, 0.9919880628585815, -0.00962708331644535, 0.005874032154679298, -0.004110835026949644, -0.001044444041326642, -0.00450535025447607]"
310,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
735,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
735,11,10,2,"[0.9937171339988708, 1.0027844905853271, 0.989911675453186, 0.9923637509346008, 0.9988818764686584, 1.004555106163025, 0.9979146122932434, 0.003059673821553588, 0.001473036129027605, -0.010133900679647923, 0.0018620522459968925]"
735,11,10,2,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
559,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
559,11,10,2,"[0.999232828617096, -0.00803451333194971, 0.012370122596621513, 0.00048399402294307947, -0.014873403124511242, 0.003071640618145466, -0.006579898297786713, 0.010496024042367935, 0.0028605321422219276, -0.007796288002282381, -0.005235875956714153]"
559,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
236,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
236,9,8,1,"[0.9858610033988953, 1.0141769647598267, 1.0118519067764282, 1.000963568687439, 1.0100140571594238, 1.0044140815734863, 1.0054463148117065, 1.01495361328125, 0.0042737009935081005]"
236,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
659,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
659,11,10,2,"[0.9906745553016663, 1.0109736919403076, 1.0054020881652832, 1.001745343208313, 0.00035229878267273307, -0.009209257550537586, 0.012470033019781113, 0.00806736946105957, 0.007169544696807861, -0.01796516589820385, -0.014317957684397697]"
659,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
405,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
405,9,8,1,"[1.004061222076416, 0.9793292284011841, 1.0079395771026611, 0.9810818433761597, 0.014114310033619404, -0.008274280466139317, -0.0009134888532571495, 0.007219769060611725, 0.008894359692931175]"
405,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
542,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
542,11,10,2,"[0.9985027313232422, 1.011611819267273, 1.0138988494873047, 1.0116379261016846, -0.0012034241808578372, -0.004703603684902191, -0.01270708441734314, 0.011864259839057922, -0.028629543259739876, -0.006829380989074707, -0.002913703443482518]"
542,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
794,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
794,11,10,2,"[1.0025423765182495, 1.01604425907135, 1.0042917728424072, 0.9999854564666748, -0.015635771676898003, 0.0213087759912014, 0.017284046858549118, 0.0010847145458683372, 0.012086804024875164, 0.003356453962624073, 0.0021617216989398003]"
794,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
396,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
396,9,8,1,"[1.009118676185608, 0.9972513914108276, 1.0258747339248657, 1.0141422748565674, 0.016284005716443062, -0.012064918875694275, 0.002530093537643552, 0.01267129648476839, 0.007753385230898857]"
396,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
459,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
459,9,8,1,"[1.0006963014602661, 0.9787036180496216, 1.0009443759918213, 1.0092662572860718, -0.006905627902597189, 0.004459550604224205, 0.012038671411573887, 0.0072591230273246765, -0.004818412940949202]"
459,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
11,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,10,9,0,"[1.00538170337677, 1.021924614906311, 1.000624656677246, 0.9990592002868652, 0.00273810769431293, -0.011732405051589012, 0.008377197198569775, -0.0035638180561363697, 0.0020218549761921167, -0.014721010811626911]"
11,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
695,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
695,11,10,2,"[1.002132534980774, 1.0019066333770752, 1.0085166692733765, 0.9946467876434326, 0.014571676962077618, -0.0036284204106777906, -0.0016545181861147285, -0.011584355495870113, -0.001515750540420413, -0.013935655355453491, 0.002308631082996726]"
695,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
35,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,10,9,0,"[0.9974900484085083, -0.007885012775659561, -0.004013093654066324, -0.01142608467489481, -0.003368976293131709, 0.007224679458886385, 0.01860084943473339, 0.0004374188429210335, -0.00880932342261076, -0.005197006743401289]"
35,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
232,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
232,9,8,1,"[1.0022543668746948, 0.9951058626174927, 1.0073192119598389, 0.9932541847229004, 0.9950014352798462, 0.9988171458244324, 0.9926866888999939, 1.0033215284347534, -0.00354521325789392]"
232,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
72,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,10,9,0,"[1.0074385404586792, -0.0027241052594035864, 0.00043549007386900485, -0.006443041376769543, 0.001890328130684793, -0.006898775696754456, 0.003252858528867364, 0.00550465565174818, -0.0002496289962437004, 0.019622785970568657]"
72,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
816,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
816,11,10,2,"[0.9883484840393066, 1.004115104675293, 0.9823195338249207, 0.9907469749450684, -0.020651936531066895, -0.00254457606934011, -0.0001571261091157794, 0.01648656092584133, -0.016020625829696655, -0.0006410510977730155, -0.001318952301517129]"
816,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
8,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
8,10,9,0,"[1.0066137313842773, 1.0192160606384277, 1.0061525106430054, 1.0163962841033936, 1.0095388889312744, 0.997389554977417, -0.0008778863120824099, 0.0041244677267968655, 0.0012388608884066343, 0.0038237720727920532]"
8,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
699,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
699,11,10,2,"[0.9878628253936768, 0.9893935918807983, 0.9934988617897034, 1.0020042657852173, -0.0007442398928105831, -0.0034081274643540382, -0.009962526150047779, -0.0061612557619810104, 0.02561984956264496, 0.0016678464598953724, 0.012567572295665741]"
699,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
213,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,9,8,1,"[1.0075584650039673, 0.0004644645669031888, -0.007563374470919371, 0.0014716006116941571, -0.005654887296259403, -0.0032524035777896643, -9.474656690144911e-05, -0.003927641548216343, 0.02240072190761566]"
213,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
251,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
251,9,8,1,"[0.9959084987640381, 0.0070679509080946445, -0.0009420100250281394, -0.013892018236219883, 0.012789653614163399, -0.0023569355253130198, 0.019633840769529343, 0.0014117314713075757, -0.013264610432088375]"
251,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
63,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,10,9,0,"[1.0119502544403076, 1.0011759996414185, 1.0037541389465332, 0.9994714260101318, -0.0005828173016197979, 0.004977574571967125, 0.00023032353783492, 0.002263618865981698, 0.002442892175167799, -0.011525789275765419]"
63,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
305,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
305,9,8,1,"[0.991877019405365, 0.9911867380142212, 0.9962270855903625, 1.0024175643920898, 0.0006933059194125235, 0.010817503556609154, -0.016461776569485664, -0.009524146094918251, 0.01096789538860321]"
305,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
796,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
796,11,10,2,"[1.0061711072921753, 0.0058801667764782906, -0.026597952470183372, -0.0076580713503062725, -0.016699807718396187, -0.0022462198976427317, -0.016320299357175827, 0.0047797271981835365, -0.010065127164125443, -0.017870096489787102, -0.0009367102757096291]"
796,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
385,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
385,9,8,1,"[0.9945021867752075, 0.9884529709815979, 0.9837608933448792, 0.9869117736816406, 0.9934995770454407, 0.9929955005645752, 0.003029678715392947, 0.0005182204185985029, 0.002912825206294656]"
385,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
798,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
798,11,10,2,"[1.0034942626953125, 0.999134361743927, 1.002168893814087, 1.0116311311721802, -0.004566298797726631, -0.0011180662550032139, -0.011426970362663269, 0.0013410940300673246, 0.010714204050600529, -0.0013440269976854324, -0.0064860377460718155]"
798,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
59,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,10,9,0,"[1.0031358003616333, -0.016344428062438965, -0.022668711841106415, 0.012195349670946598, -0.00198568869382143, 0.005612311884760857, 0.020984388887882233, 0.00437859958037734, -0.008080017752945423, 0.01778498850762844]"
59,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
814,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
814,11,10,2,"[0.9859322309494019, 1.007137656211853, 1.008732795715332, 1.008047103881836, -0.012864013202488422, -0.013425244949758053, 0.0008335127495229244, -0.01495177112519741, -0.00016870477702468634, 0.002747206250205636, 0.009207933209836483]"
814,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
743,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
743,11,10,2,"[1.0155657529830933, 0.9935433268547058, 1.0003056526184082, 1.016082525253296, 0.0003139466280117631, -0.0045218332670629025, -0.002575894817709923, -0.0003375680244062096, 0.0010854420252144337, -0.007836312055587769, 0.006974106188863516]"
743,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
215,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
215,9,8,1,"[1.0142040252685547, 1.0069479942321777, 1.0007104873657227, 0.9928213357925415, 0.0026198294945061207, -0.0006491661188192666, 0.006472132634371519, -0.015230640769004822, 0.005912650842219591]"
215,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
326,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
326,9,8,1,"[1.0096306800842285, 1.0129789113998413, 0.9776210188865662, 0.9961619973182678, 0.003571038134396076, 0.006301546934992075, 0.012122754007577896, -0.010929973796010017, 0.002432968933135271]"
326,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
47,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
47,10,9,0,"[0.9813514351844788, 1.0049943923950195, 0.9808632731437683, 1.0115673542022705, 0.9817945957183838, 0.9855029582977295, -0.008828477002680302, -0.0003855615796055645, -0.00021320661471690983, 0.001224037609063089]"
47,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
145,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
145,10,9,0,"[0.9882031679153442, 0.012062332592904568, 0.0027519678696990013, -0.004684628453105688, -0.0012706508859992027, -0.008017349056899548, 0.0035015668254345655, -0.010372188873589039, 0.03522744029760361, 0.002340633887797594]"
145,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
426,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
426,9,8,1,"[0.9932721257209778, -0.009019329212605953, -0.011409450322389603, 0.014882272109389305, 0.0027656389866024256, 0.008973592892289162, 0.009823299013078213, -0.0060728807002305984, 0.004328183364123106]"
426,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
293,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
293,9,8,1,"[1.0038257837295532, 0.9908832311630249, 0.996019721031189, 0.9908599853515625, 0.00995301641523838, -0.0118437884375453, 0.005309173371642828, -0.006504342425614595, 0.003603816032409668]"
293,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
799,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
799,11,10,2,"[0.9964367151260376, 0.9979870319366455, 1.002854585647583, 0.9845770597457886, -0.0052372608333826065, -0.01010848768055439, 0.0037004330661147833, 0.007615810260176659, 0.026143033057451248, -0.0202940721064806, 0.004142155405133963]"
799,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
675,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
675,11,10,2,"[0.9935750961303711, 1.0097800493240356, 1.0092602968215942, 1.0230495929718018, -0.014249325729906559, -0.0019011652329936624, -0.000889621558599174, -0.009703823365271091, 0.003240900347009301, 0.007810315117239952, -0.0004698396078310907]"
675,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
552,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
552,11,10,2,"[0.9860673546791077, 1.00541353225708, 1.0012286901474, 0.9906105995178223, 0.011680264957249165, -0.0012897857232019305, -0.026103079319000244, 0.010086405090987682, 0.007921191863715649, -0.006935563404113054, -0.008016027510166168]"
552,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
453,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
453,9,8,1,"[0.9863329529762268, 1.0015573501586914, 1.0073415040969849, 1.0064876079559326, 1.0174282789230347, 0.9919090270996094, -0.0022079700138419867, -0.0021415373776108027, -0.010189908556640148]"
453,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
657,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
657,11,10,2,"[1.004624843597412, 0.004965316969901323, 0.00972817838191986, 0.026284730061888695, 0.008875513449311256, 0.014993180520832539, -0.004166216589510441, -0.0036546869669109583, -0.002912890864536166, 0.002469021361321211, -0.01582736149430275]"
657,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
621,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
621,11,10,2,"[1.0001022815704346, 1.0127581357955933, 0.9972952008247375, 0.9964230060577393, 0.0010348004288971424, -9.136566950473934e-05, -0.0069429948925971985, 0.017502516508102417, 0.012017328292131424, 0.010930227115750313, -0.011402364820241928]"
621,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
649,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
649,11,10,2,"[0.9995880126953125, 1.0045945644378662, 0.9916929006576538, 0.9965420365333557, 0.015248353593051434, -0.0008666474022902548, 0.0015391065971925855, 0.020034903660416603, -0.008643599227070808, 0.009974248707294464, 0.001181475818157196]"
649,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
295,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
295,9,8,1,"[1.0000156164169312, 1.0049797296524048, 0.9985915422439575, 0.9980821013450623, 1.0038385391235352, 1.0164179801940918, 0.005329873878508806, 0.0021907214540988207, -0.0021435332018882036]"
295,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
31,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
31,10,9,0,"[0.9987264275550842, 1.009615182876587, 0.9909515976905823, 0.9922505021095276, 0.991302490234375, 0.9925219416618347, 1.0172349214553833, 1.0156179666519165, 0.001613010885193944, 0.008888892829418182]"
31,10,9,0,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
570,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
570,11,10,2,"[1.007825255393982, -0.0017012605676427484, -0.007136636413633823, 0.0016525675309821963, -0.0006970944814383984, -0.011211742646992207, -0.003974005579948425, -0.013920634984970093, 0.01599227450788021, 0.00317343114875257, -0.014179226011037827]"
570,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
707,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
707,11,10,2,"[0.9872039556503296, 1.01198410987854, 1.0049327611923218, 0.9988844394683838, -0.0003206877736374736, -0.016314050182700157, 0.015478143468499184, 0.008202538825571537, 0.0019423282938078046, -0.004696632735431194, -0.0008226872305385768]"
707,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
